respondent_id,age,income,rating,completion_time_sec
354,40,1129.1,3,513
355,68,6002.62,4,316
356,69,6281.59,2,181
357,25,2969.07,4,239
358,64,1710.25,3,224
359,22,4648.55,5,167
360,56,5896.26,1,331
361,61,7196.39,1,173
362,64,5274.45,5,58
363,29,3942.42,2,274
364,64,3160.3,2,104
365,24,4517.18,4,230
366,44,4051.1,1,211
367,42,4517.175,3,215
368,34,7573.13,2,560
369,19,7177.75,1,327
370,58,4517.175,5,349
371,35,3118.72,1,107
372,52,5782.53,1,242
373,39,5459.44,4,346
374,37,5163.82,5,197
375,64,6374.5,5,429
376,22,5453.06,4,176
377,56,4517.175,3,286
378,56,5455.36,5,250
379,37,5011.19,1,340
380,31,1824.58,5,243
381,18,4625.43,5,287
382,66,3665.71,5,292
383,67,2580.24,2,232
384,30,7022.72,5,378
385,19,7093.49,4,349
386,24,6538.83,1,309
387,21,4882.82,5,268
388,61,6525.94,5,416
389,64,4518.08,2,292
390,25,4804.2,5,283
391,56,2859.79,2,333
392,27,5095.49,3,524
393,44,4590.58,5,159
394,49,2546.02,5,412
395,55,4423.2,2,93
396,63,4380.41,5,346
397,20,7196.34,3,509
398,28,5841.32,4,379
399,32,4517.17,4,340
400,34,4873.18,3,253
401,69,4566.32,3,324
402,58,4195.63,5,290
403,34,2876.36,5,226
404,68,4273.42,2,285
405,43,4517.175,2,344
406,44,2624.53,2,228
407,40,5266.83,1,223
408,25,5086.9,2,157
409,66,1819.94,1,367
410,18,4517.175,1,385
411,27,5993.55,4,348
412,29,6088.84,1,436
413,32,6038.76,3,331
414,24,4558.37,4,367
415,18,3232.43,4,356
416,53,4517.175,3,309
417,68,5016.91,1,256
418,24,4517.175,5,586
419,33,6431.0,5,266
420,44,6149.97,4,240
421,66,4301.66,1,372
422,54,4517.175,1,350
423,57,4021.34,2,151
424,48,4825.85,5,455
425,39,4196.88,5,309
426,28,3633.16,5,187
427,44,4879.33,2,463
428,59,3744.06,5,395
429,19,3557.9,5,168
430,55,4967.18,2,533
431,22,3897.01,2,399
432,56,4866.16,3,319
433,60,4517.175,4,511
434,24,2790.86,5,339
435,40,3778.14,5,317
436,44,6656.67,5,241
437,47,4517.175,1,390
438,66,1325.02,2,377
439,22,4517.175,3,322
440,38,4543.66,1,225
441,68,4546.38,2,336
442,33,4517.175,1,312
443,24,6321.28,5,160
444,43,4517.175,5,143
445,44,5093.9,1,388
446,52,6842.16,1,10
447,34,2808.33,1,345
448,67,3930.29,3,263
449,45,4517.175,2,477
450,32,3158.48,5,261
451,67,4010.61,2,399
452,66,4517.175,3,272
453,43,7256.08,4,334
454,19,3996.09,4,408
455,49,7357.59,4,264
456,46,4553.36,2,440
457,25,7130.54,3,201
458,50,4360.05,5,355
459,61,4696.59,5,431
460,23,5048.21,4,399
461,55,4517.175,4,550
462,25,5776.93,5,228
463,56,3439.1,4,155
464,39,5953.5,5,201
465,18,4517.175,1,399
466,68,3765.37,2,380
467,26,5862.9,1,332
468,48,4546.63,1,185
469,27,4917.86,3,412
470,66,4520.98,2,173
471,56,5004.87,3,459
472,59,5137.45,3,318
473,40,1594.55,4,364
474,42,4517.175,5,390
475,50,3026.97,5,261
476,58,2336.55,2,103
477,62,4517.175,2,248
478,18,4625.97,4,189
479,52,3459.74,1,146
480,23,5746.55,3,527
481,32,2486.74,3,353
482,61,4517.175,1,366
483,31,3622.69,4,283
484,59,4517.175,2,299
485,42,4918.3,1,436
486,30,2988.16,4,316
487,35,4517.175,1,384
488,45,4594.5,4,296
489,57,4517.175,1,279
490,49,1562.11,5,151
491,66,4481.52,5,83
492,63,4168.55,2,289
493,57,4344.87,4,327
494,49,4517.175,4,166
495,33,4838.34,5,316
496,39,5921.47,5,326
497,24,4517.175,4,61
498,37,2742.04,5,210
499,66,2860.01,4,369
500,40,4517.175,1,366
501,23,6367.42,5,182
502,51,3852.99,1,339
503,68,4517.175,3,443
504,63,1944.01,3,413
505,32,4517.175,3,309
506,41,3663.41,3,264
507,45,3887.42,1,244
508,44,4557.87,3,10
509,31,4517.175,5,343
510,30,6074.01,3,396
511,69,3485.97,5,336
512,56,3206.52,5,418
513,61,5218.31,1,331
514,60,2196.54,3,414
515,67,5084.54,3,424
516,23,4653.83,3,223
517,63,4278.84,5,103
518,21,4517.175,5,505
519,42,3566.69,5,351
520,48,7590.45,1,114
521,36,4161.85,4,234
522,25,2584.48,5,413
523,27,4604.88,2,10
524,60,2885.63,5,259
525,34,4517.175,4,488
526,34,5095.55,4,194
527,66,5333.37,5,224
528,25,3566.75,1,345
529,65,5981.11,3,367
530,65,6236.26,5,380
531,49,6654.45,1,429
532,26,5294.12,3,344
533,26,6545.14,3,379
534,32,1678.8,5,289
535,48,4023.14,2,328
536,25,3199.49,3,333
537,41,4678.84,4,346
538,24,3642.83,1,413
539,46,4250.76,5,387
540,19,7323.26,5,325
541,54,4517.175,4,223
542,20,5120.69,4,328
543,28,4151.6,4,317
544,27,4613.57,4,343
545,61,4517.175,5,585
546,20,5172.49,3,257
547,40,6247.96,5,371
548,48,6971.09,4,448
549,44,4964.43,1,332
550,53,5384.32,5,601
551,44,2773.7,4,275
552,38,4368.18,4,359
553,61,5910.43,2,224
554,34,5798.95,2,278
555,69,4817.41,3,350
556,44,5829.59,4,422
557,56,5236.15,4,358
558,63,6300.46,4,471
559,59,4517.175,5,309
560,62,3966.45,5,280
561,45,5003.76,4,318
562,20,4517.175,2,367
563,43,5074.33,3,234
564,27,4517.175,5,237
565,64,1914.8,4,207
566,30,5177.65,5,432
567,29,5216.29,2,276
568,30,2756.36,3,335
569,51,4517.175,1,312
570,47,6555.81,4,408
571,67,3773.95,3,218
572,39,7864.38,5,191
573,32,4497.12,3,347
574,20,5112.05,2,392
575,18,4517.175,3,360
576,37,4696.54,4,223
577,66,2996.48,2,401
578,45,4335.41,5,231
579,64,4446.58,2,257
580,23,2452.89,1,207
581,22,4116.25,2,476
582,61,3386.71,4,396
583,23,5886.54,1,393
584,20,4517.175,4,470
585,39,4075.81,2,318
586,66,4340.73,5,115
587,53,4834.68,4,231
588,23,5425.22,2,246
589,61,3000.43,3,218
590,61,2937.62,1,191
591,59,6157.02,1,284
592,64,3881.49,5,174
593,30,2374.74,5,360
594,68,5165.72,1,326
595,34,5195.05,2,378
596,59,2203.93,1,381
597,48,4844.22,2,392
598,58,5603.37,2,275
599,50,5061.58,2,575
600,44,5447.97,5,348
601,50,2393.6,1,97
602,58,4996.56,5,200
603,56,4046.07,4,111
604,24,3775.81,4,322
605,60,5805.83,5,305
606,45,6718.91,4,264
607,34,7191.56,5,561
608,44,6472.21,1,386
609,68,4335.4,4,407
610,62,5029.08,2,208
611,61,5650.23,4,200
612,42,4681.77,3,10
613,58,4517.175,5,341
614,38,5735.63,1,97
615,53,4411.08,2,298
616,51,3406.07,2,322
617,30,4517.175,2,294
618,31,5450.87,2,222
619,21,4504.49,2,255
620,25,5010.31,1,299
621,40,5505.12,4,331
622,42,3937.74,5,393
623,26,4517.175,5,450
624,39,4517.175,4,10
625,49,2647.78,1,265
626,30,6663.46,1,373
627,35,3748.88,3,393
628,37,2017.36,3,268
629,44,2932.43,2,415
630,37,2968.43,4,438
631,56,4578.26,3,475
632,35,4089.22,4,533
633,40,3994.75,1,216
634,37,5429.55,5,322
635,27,5009.81,2,321
636,53,4974.07,5,308
637,30,5114.74,3,242
638,33,5424.2,5,142
639,59,1338.07,2,331
640,67,4517.175,2,228
641,52,1229.68,2,330
642,65,4554.09,2,225
643,62,4493.05,1,188
644,43,6068.3,1,348
645,58,6281.45,2,338
646,35,4804.16,3,390
647,41,4517.175,2,582
648,45,5227.74,2,353
649,67,4517.175,4,378
650,62,4497.91,2,191
651,43,5979.2,5,166
652,51,3663.34,4,510
653,28,5708.52,1,209
654,59,5516.1,2,195
655,46,4517.175,1,315
656,45,5960.84,2,309
657,57,5547.85,2,212
658,50,4652.89,1,283
659,21,3356.51,1,468
660,32,3211.19,3,223
661,27,3693.51,4,153
662,56,5313.89,5,433
663,19,3066.56,5,379
664,28,4517.175,2,246
665,49,2637.37,5,130
666,54,4193.9,5,231
667,44,4664.47,3,313
668,62,4517.175,4,460
669,65,2434.03,1,196
670,24,6708.02,5,310
671,67,4724.76,2,401
672,49,5116.76,3,34
673,51,4677.52,4,444
674,22,5167.09,4,178
675,50,4269.47,1,360
676,55,6681.08,5,350
677,48,3815.29,4,450
678,22,6198.35,5,386
679,45,3533.45,3,35
680,66,4409.62,4,10
681,55,2892.06,3,337
682,25,5182.54,5,297
683,67,4517.175,5,377
684,67,4383.97,5,415
685,26,4204.67,3,393
686,59,2828.07,4,294
687,39,4156.06,2,98
688,48,2110.81,3,265
689,41,3130.68,4,370
690,58,4840.18,1,189
691,69,6478.52,4,396
692,59,4517.175,1,429
693,66,3620.12,3,335
694,67,4517.175,3,10
695,22,4865.63,3,167
696,31,4273.13,3,546
697,55,5148.89,3,254
698,48,4592.87,3,82
699,20,4665.59,3,468
700,22,3887.5,3,322
701,45,2402.84,4,453
702,50,2184.56,3,353
703,26,4517.175,5,375
704,26,4084.95,5,364
705,24,3605.87,5,404
706,47,4512.76,1,593
707,18,5692.4,4,437
708,47,4770.55,2,130
709,42,3515.92,1,374
710,42,6339.44,4,457
711,53,6868.78,1,464
712,45,4517.175,5,269
713,55,5960.5,4,10
714,57,6362.94,5,431
715,65,6195.15,4,629
716,59,5421.15,5,230
717,44,5397.52,1,259
718,43,5279.49,5,283
719,30,2853.99,1,261
720,49,5551.08,2,213
721,25,2466.28,1,10
722,66,4517.175,3,268
723,61,6455.35,4,364
724,24,5760.33,2,261
725,58,6731.1,5,552
726,24,4092.49,4,322
727,55,2771.63,4,475
728,22,4139.34,5,351
729,43,4653.05,3,419
730,52,4618.48,2,354
731,55,6200.52,5,484
732,39,3958.09,3,327
733,65,5028.05,4,380
734,58,3017.06,2,364
735,28,5175.48,2,285
736,52,4504.66,1,369
737,55,3375.28,2,588
738,35,4146.26,1,288
739,56,4517.175,4,370
740,64,4094.77,1,471
741,60,7157.01,4,457
742,57,4517.175,5,321
743,50,4134.16,4,34
744,32,1353.82,5,382
745,59,3158.69,5,54
746,36,4105.39,5,496
747,45,3471.22,1,340
748,34,6572.56,4,440
749,34,4252.59,4,212
750,26,6432.67,1,134
751,67,4592.56,4,351
752,44,4555.84,1,316
753,22,4517.175,2,261
754,66,4505.69,5,330
755,46,7078.19,5,318
756,40,1020.58,2,420
757,56,1497.68,5,446
758,37,3685.24,5,421
759,24,4517.175,4,498
760,55,5535.16,1,297
761,27,5209.63,2,73
762,46,3923.63,4,297
763,67,6028.57,5,417
764,66,6045.29,5,204
765,36,4517.175,3,299
766,58,5943.99,2,237
767,49,4908.97,5,500
768,42,3657.78,2,410
769,25,5546.73,2,398
770,37,4665.92,5,395
771,51,4502.01,3,316
772,69,6709.43,2,344
773,18,823.69,1,178
774,55,2373.47,3,58
775,62,4517.175,5,338
776,67,3955.11,3,359
777,40,4118.09,4,465
778,24,2239.01,2,509
779,32,3022.26,4,508
780,62,3208.74,4,200
781,63,8186.14,4,278
782,51,7202.61,4,378
783,24,3882.38,3,624
784,24,3954.63,2,498
785,42,2776.19,4,454
786,48,1637.8,5,273
787,19,4324.68,5,214
788,53,3003.22,2,415
789,46,4372.72,5,188
790,18,2099.69,1,291
791,44,3357.04,3,306
792,41,4722.94,3,511
793,55,5049.31,5,277
794,60,5126.21,5,27
795,40,2519.27,5,381
796,33,5782.03,1,236
797,68,3299.68,2,325
798,44,4517.175,2,310
799,34,4484.04,5,287
800,41,2435.42,3,415
