respondent_id,age,income,rating,completion_time_sec
592,64,3881.49,5.0,174.0
593,30,2374.74,5.0,360.0
594,68,5165.72,1.0,326.0
595,34,5195.05,2.0,378.0
596,59,2203.93,1.0,381.0
597,48,4844.22,2.0,392.0
598,58,5603.37,2.0,275.0
599,50,5061.58,2.0,575.0
600,-5,5447.97,9.0,348.0
601,50,2393.6,1.0,97.0
602,58,4996.56,5.0,200.0
603,56,4046.07,4.0,111.0
604,24,3775.81,4.0,322.0
605,60,5805.83,,305.0
606,45,6718.91,4.0,264.0
607,34,7191.56,5.0,561.0
608,44,6472.21,1.0,386.0
609,68,4335.4,4.0,407.0
610,62,5029.08,2.0,208.0
611,61,5650.23,4.0,200.0
612,42,4681.77,3.0,10.0
613,58,,5.0,341.0
614,38,5735.63,1.0,97.0
615,53,4411.08,2.0,298.0
616,51,3406.07,2.0,322.0
617,30,,2.0,294.0
618,31,5450.87,2.0,222.0
619,21,4504.49,2.0,255.0
620,25,5010.31,1.0,299.0
621,40,5505.12,4.0,331.0
622,42,3937.74,,393.0
623,26,invalid,5.0,450.0
624,39,,4.0,10.0
625,49,2647.78,1.0,265.0
626,30,6663.46,1.0,373.0
627,35,3748.88,3.0,393.0
628,37,2017.36,3.0,268.0
629,44,2932.43,2.0,415.0
630,37,2968.43,4.0,438.0
631,56,4578.26,3.0,475.0
632,35,4089.22,4.0,533.0
633,40,3994.75,1.0,216.0
634,37,5429.55,5.0,322.0
635,27,5009.81,2.0,321.0
636,53,4974.07,,308.0
637,30,5114.74,3.0,242.0
638,33,5424.2,5.0,142.0
639,59,1338.07,2.0,331.0
640,67,,2.0,228.0
641,52,1229.68,2.0,330.0
642,65,4554.09,2.0,225.0
643,62,4493.05,1.0,188.0
644,43,6068.3,1.0,348.0
645,58,6281.45,2.0,338.0
646,35,4804.16,3.0,390.0
647,41,invalid,2.0,582.0
648,45,5227.74,2.0,353.0
649,67,,4.0,378.0
650,62,4497.91,2.0,191.0
651,43,5979.2,,166.0
652,51,3663.34,4.0,510.0
653,28,5708.52,1.0,209.0
654,59,5516.1,2.0,195.0
655,46,,1.0,315.0
656,45,5960.84,2.0,309.0
657,57,5547.85,2.0,212.0
658,50,4652.89,1.0,283.0
659,21,3356.51,1.0,468.0
660,32,3211.19,3.0,223.0
661,27,3693.51,4.0,153.0
662,56,5313.89,9.0,433.0
663,19,3066.56,5.0,379.0
664,28,74146.24,2.0,246.0
665,49,2637.37,5.0,130.0
666,54,4193.9,,231.0
667,44,4664.47,3.0,313.0
668,62,,4.0,460.0
669,65,2434.03,1.0,196.0
670,24,6708.02,5.0,310.0
671,67,4724.76,2.0,401.0
672,49,5116.76,3.0,34.0
673,51,4677.52,4.0,444.0
674,22,5167.09,4.0,178.0
675,50,4269.47,1.0,360.0
676,55,6681.08,5.0,350.0
677,48,3815.29,4.0,450.0
678,22,6198.35,5.0,386.0
679,45,3533.45,3.0,35.0
680,66,4409.62,4.0,10.0
681,55,2892.06,3.0,337.0
682,25,5182.54,5.0,297.0
683,67,,5.0,377.0
684,67,4383.97,5.0,415.0
685,26,4204.67,3.0,393.0
686,59,2828.07,4.0,294.0
687,39,4156.06,2.0,98.0
688,48,2110.81,3.0,265.0
689,41,3130.68,4.0,370.0
690,58,4840.18,1.0,189.0
691,69,6478.52,4.0,396.0
692,59,8713.82,1.0,429.0
693,66,3620.12,3.0,335.0
694,67,,3.0,10.0
695,22,4865.63,3.0,167.0
696,31,4273.13,3.0,546.0
697,55,5148.89,3.0,254.0
698,48,4592.87,3.0,82.0
699,20,4665.59,3.0,468.0
700,22,3887.5,3.0,322.0
701,45,2402.84,4.0,453.0
702,50,2184.56,3.0,353.0
703,26,invalid,,375.0
704,26,4084.95,5.0,364.0
705,24,3605.87,5.0,404.0
706,47,4512.76,1.0,593.0
707,18,5692.4,4.0,437.0
708,47,4770.55,2.0,130.0
709,42,3515.92,1.0,374.0
710,42,6339.44,4.0,457.0
711,53,6868.78,1.0,464.0
712,45,,5.0,269.0
713,55,5960.5,4.0,10.0
714,57,6362.94,5.0,431.0
715,65,6195.15,4.0,629.0
716,59,5421.15,5.0,230.0
717,44,5397.52,1.0,259.0
718,43,5279.49,5.0,283.0
719,30,2853.99,1.0,261.0
720,49,5551.08,2.0,213.0
721,25,2466.28,1.0,10.0
722,66,invalid,3.0,268.0
723,61,6455.35,4.0,364.0
724,24,5760.33,2.0,261.0
725,58,6731.1,5.0,552.0
726,24,4092.49,4.0,322.0
727,55,2771.63,4.0,475.0
728,22,4139.34,5.0,351.0
729,43,4653.05,3.0,419.0
730,52,4618.48,2.0,354.0
731,55,6200.52,5.0,484.0
732,39,3958.09,3.0,327.0
733,65,5028.05,4.0,380.0
734,58,3017.06,2.0,364.0
735,28,5175.48,2.0,285.0
736,52,4504.66,1.0,369.0
737,55,3375.28,2.0,588.0
738,35,4146.26,1.0,288.0
739,56,invalid,4.0,370.0
740,64,4094.77,1.0,471.0
741,60,7157.01,4.0,457.0
742,57,,5.0,321.0
743,50,4134.16,4.0,34.0
744,32,1353.82,,382.0
745,59,3158.69,,54.0
746,36,4105.39,5.0,496.0
747,45,3471.22,1.0,340.0
748,34,6572.56,4.0,440.0
749,34,4252.59,4.0,212.0
750,26,6432.67,1.0,134.0
751,67,4592.56,4.0,351.0
752,-5,4555.84,1.0,316.0
753,22,,2.0,261.0
754,66,4505.69,5.0,330.0
755,46,7078.19,5.0,652.0
756,40,1020.58,2.0,420.0
757,56,1497.68,5.0,446.0
758,37,3685.24,5.0,421.0
759,24,invalid,4.0,498.0
760,55,5535.16,1.0,297.0
761,27,5209.63,2.0,73.0
762,46,3923.63,4.0,297.0
763,67,6028.57,5.0,417.0
764,66,6045.29,,204.0
765,36,,3.0,299.0
766,58,5943.99,2.0,237.0
767,49,4908.97,5.0,500.0
768,42,3657.78,2.0,410.0
769,25,5546.73,2.0,398.0
770,37,4665.92,5.0,395.0
771,51,4502.01,3.0,316.0
772,69,6709.43,2.0,344.0
773,18,823.69,1.0,178.0
774,55,2373.47,3.0,58.0
775,62,,5.0,338.0
776,67,3955.11,3.0,359.0
777,40,4118.09,4.0,465.0
778,24,2239.01,2.0,509.0
779,32,3022.26,4.0,508.0
780,62,3208.74,4.0,200.0
781,63,8186.14,4.0,278.0
782,51,7202.61,4.0,378.0
783,24,3882.38,3.0,624.0
784,24,3954.63,2.0,498.0
785,42,2776.19,4.0,454.0
786,48,1637.8,5.0,273.0
787,19,4324.68,5.0,214.0
788,53,3003.22,2.0,415.0
789,46,4372.72,9.0,188.0
790,18,2099.69,1.0,291.0
791,-5,3357.04,3.0,306.0
792,41,4722.94,3.0,511.0
793,55,5049.31,,277.0
794,60,5126.21,5.0,27.0
795,40,2519.27,5.0,381.0
796,33,5782.03,1.0,236.0
797,68,3299.68,2.0,325.0
798,-5,74146.24,2.0,310.0
799,34,4484.04,5.0,287.0
800,41,2435.42,3.0,415.0
